Name	Source: Name	Aliases or alternative spellings (semi-colon separated)	Source: Aliases or alternative spellings	Organization	Source: Organization	Role	Source: Role	Title (official title)	Source: Title	Rank	Source: Rank
Ita Selong	f3ea7c54-9938-4532-9bd9-5cf1b7dceb10			Patani Police Division	f3ea7c54-9938-4532-9bd9-5cf1b7dceb10	Commander	f3ea7c54-9938-4532-9bd9-5cf1b7dceb10	Divisional Police Officer	f3ea7c54-9938-4532-9bd9-5cf1b7dceb10	Superintendent	f3ea7c54-9938-4532-9bd9-5cf1b7dceb10
Clement Adoda (Oyo State Police Command)	197b9e34-9f8a-40b3-8c2c-ace41a459c37			Oyo State Police Command	197b9e34-9f8a-40b3-8c2c-ace41a459c37	Deputy Commissioner	197b9e34-9f8a-40b3-8c2c-ace41a459c37			Deputy Commissioner of Police	197b9e34-9f8a-40b3-8c2c-ace41a459c37
Mohammed R. Karmal	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Oworonsoki Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Afolabi Ojo	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Osolu Kingdom Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Assistant Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Ahmadu Mohammed	f4888dff-c139-4938-80b2-4d864725007f;3b321757-557f-4af7-a20d-d30ecee55bd6	Mohammed Abdulkadir ; Abdulkadir ; A Mohammed	0a33bba3-ef02-46e0-897c-0195d43ab626;6a622827-3f0b-47e8-a818-231c52513171;a7105b41-1e5c-4d6b-8920-ebad5d9e068c	Operation Zaman Lafiya	f4888dff-c139-4938-80b2-4d864725007f	Commander	f4888dff-c139-4938-80b2-4d864725007f			Major General	f4888dff-c139-4938-80b2-4d864725007f
Lamidi Adeosun	6af2a7d0-5d62-446a-9d26-e4bfba227805;b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac;a420727a-991b-4b03-9328-a46a16f95aa2;002fcbe4-503c-400d-8cc0-77a395570ade	Adeosun;LO Adeosun;O Adeosun	c3f65f09-5a83-4bc8-ad01-d23b404f4989;0a33bba3-ef02-46e0-897c-0195d43ab626;e7e2f981-76e5-48bc-9226-03ac6c0482c4	Operation Zaman Lafiya	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac	Commander	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac			Major General	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac
MY Ibrahim	0a33bba3-ef02-46e0-897c-0195d43ab626	Ibrahim	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac	Operation Zaman Lafiya	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac	Commander	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac			Brigadier General	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac
Obida T. Ethnan	f4888dff-c139-4938-80b2-4d864725007f	Obidah T. Ethan ; Obidah Ethan ; O. T. Etan ; OT Ethan	25af78d0-58de-4799-b426-d4bff069a7f2;4a932064-c445-4131-b111-ceb09aade8a1;e4496cac-2e7f-4001-a1cb-cef9f9c7dd93;baee185f-1173-44ac-86cc-39571202c0a6;a7105b41-1e5c-4d6b-8920-ebad5d9e068c;0a33bba3-ef02-46e0-897c-0195d43ab626;bf7f6415-99a0-40ef-adf4-709e3d53935b	Operation Zaman Lafiya	f4888dff-c139-4938-80b2-4d864725007f	Commander	f4888dff-c139-4938-80b2-4d864725007f			Major General	f4888dff-c139-4938-80b2-4d864725007f
Unsaid Bindawa	92167d54-96bb-4dcb-90aa-b185584c5c25;6a622827-3f0b-47e8-a818-231c52513171	Junaid Bindawa;Bindawa;JS Bindawa;Bindawa;Unsaid Bindawa	e4496cac-2e7f-4001-a1cb-cef9f9c7dd93;b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac;0a33bba3-ef02-46e0-897c-0195d43ab626;92167d54-96bb-4dcb-90aa-b185584c5c25;6a622827-3f0b-47e8-a818-231c52513171;e4496cac-2e7f-4001-a1cb-cef9f9c7dd93;b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac	Operation Zaman Lafiya	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac	Commander	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac			Major General	b1c5dc0b-2a41-4c0c-9ced-4f24c8452aac
Enobong Okon Udoh	131d3cca-4cf7-47ee-a873-1f0eff8d5ed1			Operation Lafiya Dole	131d3cca-4cf7-47ee-a873-1f0eff8d5ed1	Commander	131d3cca-4cf7-47ee-a873-1f0eff8d5ed1				
Hassan Umoru	dfb43e98-9ee5-44be-9770-cac6c5e11d17	Hassan Umar ; Hassan Umaru ; HA Umaru ; H. Umaru ; H Umaru	2403f9fa-3b7c-4a5c-becc-626fe3e609b9;f0f8ec30-d257-4a9b-b029-5b080b9677ca;66ee2259-d22a-4409-868c-8103d36ecf97;5283e2de-60bb-4286-b941-e35938d9ff3c;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;d43c3d21-d486-4423-842e-90adae33724d	Operation Lafiya Dole	dfb43e98-9ee5-44be-9770-cac6c5e11d17;2403f9fa-3b7c-4a5c-becc-626fe3e609b9;f0f8ec30-d257-4a9b-b029-5b080b9677ca;9896be2f-6d95-455c-87f3-d5016611f28b	Commander	dfb43e98-9ee5-44be-9770-cac6c5e11d17;2403f9fa-3b7c-4a5c-becc-626fe3e609b9;f0f8ec30-d257-4a9b-b029-5b080b9677ca;9896be2f-6d95-455c-87f3-d5016611f28b	Theatre Commander	dfb43e98-9ee5-44be-9770-cac6c5e11d17;2403f9fa-3b7c-4a5c-becc-626fe3e609b9	Major General	dfb43e98-9ee5-44be-9770-cac6c5e11d17;2403f9fa-3b7c-4a5c-becc-626fe3e609b9;f0f8ec30-d257-4a9b-b029-5b080b9677ca
Ibrahim Attahiru	643da5ba-3441-4b1b-bd12-5087f0dd54f5;e4496cac-2e7f-4001-a1cb-cef9f9c7dd93;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;ba9dfc0a-9100-4268-a0be-8ff285891d30;eeb8a422-93b2-456f-8874-68eedeace90c;582d5933-38ab-4137-bc30-3fc7a4334fbd;a78c84f2-bd87-40fb-8a16-2d5727462f6c;bb18283d-e1f4-438e-b7d7-be275b5086f8;7a278f4a-c006-466b-916b-2da69632e1bd;152dda04-94ea-496c-a844-17c614fa219c;b367bbc1-0e17-4114-bae3-542eb49c3631;763e05ec-a66a-46fb-a691-223339e19272;ac45a2cb-34af-450b-9497-d1334af0db1b	I. Attahiru ; I Attahiru	b4e1f2d7-6f99-4b22-b12c-e689900f9dd2;550e0f4b-80a6-4c5a-8574-20857d90b8c1	Operation Lafiya Dole	eeb8a422-93b2-456f-8874-68eedeace90c;bb18283d-e1f4-438e-b7d7-be275b5086f8	Commander	eeb8a422-93b2-456f-8874-68eedeace90c;bb18283d-e1f4-438e-b7d7-be275b5086f8	Theatre Commander	eeb8a422-93b2-456f-8874-68eedeace90c;bb18283d-e1f4-438e-b7d7-be275b5086f8	Major General	eeb8a422-93b2-456f-8874-68eedeace90c;bb18283d-e1f4-438e-b7d7-be275b5086f8
Lucky E. Erabor	9896be2f-6d95-455c-87f3-d5016611f28b	Lucky Irabor	dfb43e98-9ee5-44be-9770-cac6c5e11d17;47a1f85c-73b4-47f1-a6b5-1e82f3da010f;0f41c573-4bac-41aa-822e-e2e90b96a71c;949241ed-6b48-4dfe-a7d3-aad59ce53b73;fb56a034-4129-4325-9be0-abe28bf1819f;1cd668a8-d49e-4036-a376-d5ebca3c4f80	Operation Lafiya Dole	dfb43e98-9ee5-44be-9770-cac6c5e11d17;47a1f85c-73b4-47f1-a6b5-1e82f3da010f;0f41c573-4bac-41aa-822e-e2e90b96a71c;949241ed-6b48-4dfe-a7d3-aad59ce53b73;fb56a034-4129-4325-9be0-abe28bf1819f;1cd668a8-d49e-4036-a376-d5ebca3c4f80	Commander	47a1f85c-73b4-47f1-a6b5-1e82f3da010f;0f41c573-4bac-41aa-822e-e2e90b96a71c;949241ed-6b48-4dfe-a7d3-aad59ce53b73;9896be2f-6d95-455c-87f3-d5016611f28b;fb56a034-4129-4325-9be0-abe28bf1819f;1cd668a8-d49e-4036-a376-d5ebca3c4f80	Theatre Commander	1cd668a8-d49e-4036-a376-d5ebca3c4f80	Major General	47a1f85c-73b4-47f1-a6b5-1e82f3da010f;0f41c573-4bac-41aa-822e-e2e90b96a71c;949241ed-6b48-4dfe-a7d3-aad59ce53b73;fb56a034-4129-4325-9be0-abe28bf1819f;1cd668a8-d49e-4036-a376-d5ebca3c4f80
Lucky E. Erabor	9896be2f-6d95-455c-87f3-d5016611f28b	Lucky Irabor	dfb43e98-9ee5-44be-9770-cac6c5e11d17;47a1f85c-73b4-47f1-a6b5-1e82f3da010f;0f41c573-4bac-41aa-822e-e2e90b96a71c;949241ed-6b48-4dfe-a7d3-aad59ce53b73;fb56a034-4129-4325-9be0-abe28bf1819f;1cd668a8-d49e-4036-a376-d5ebca3c4f80	Operation Lafiya Dole	dfb43e98-9ee5-44be-9770-cac6c5e11d17;47a1f85c-73b4-47f1-a6b5-1e82f3da010f;0f41c573-4bac-41aa-822e-e2e90b96a71c;949241ed-6b48-4dfe-a7d3-aad59ce53b73;fb56a034-4129-4325-9be0-abe28bf1819f;1cd668a8-d49e-4036-a376-d5ebca3c4f80	Deputy Theatre Commander	dfb43e98-9ee5-44be-9770-cac6c5e11d17;9896be2f-6d95-455c-87f3-d5016611f28b			Major General	dfb43e98-9ee5-44be-9770-cac6c5e11d17
Lucky Irabor	eeb8a422-93b2-456f-8874-68eedeace90c			Operation Lafiya Dole	eeb8a422-93b2-456f-8874-68eedeace90c	Commander	eeb8a422-93b2-456f-8874-68eedeace90c	Theatre Commander	eeb8a422-93b2-456f-8874-68eedeace90c	Major General	eeb8a422-93b2-456f-8874-68eedeace90c
Yusha'u Mahmood Abubakar	36d49324-b5b6-4df5-aa99-2051fe5ea939;7f1d5ba0-9dc6-41fe-ba67-20755f94f191;de76997f-2346-4900-808e-26d6080d7897	Yusha'u Abubakar ; Yushau Abubakar	6456cde9-9790-4d96-824e-01afe3e5f1d6;36d49324-b5b6-4df5-aa99-2051fe5ea939;d13c203d-33ed-425a-aba6-4f53ed199fc7;b12b91b8-63a8-41e1-910a-94d72a0548f7	Operation Lafiya Dole	6456cde9-9790-4d96-824e-01afe3e5f1d6;36d49324-b5b6-4df5-aa99-2051fe5ea939;7f1d5ba0-9dc6-41fe-ba67-20755f94f191;d13c203d-33ed-425a-aba6-4f53ed199fc7;de76997f-2346-4900-808e-26d6080d7897;b12b91b8-63a8-41e1-910a-94d72a0548f7	Commander	6456cde9-9790-4d96-824e-01afe3e5f1d6;36d49324-b5b6-4df5-aa99-2051fe5ea939;7f1d5ba0-9dc6-41fe-ba67-20755f94f191;d13c203d-33ed-425a-aba6-4f53ed199fc7;de76997f-2346-4900-808e-26d6080d7897;b12b91b8-63a8-41e1-910a-94d72a0548f7	Theatre Commander	6456cde9-9790-4d96-824e-01afe3e5f1d6;36d49324-b5b6-4df5-aa99-2051fe5ea939;b12b91b8-63a8-41e1-910a-94d72a0548f7	Major General	6456cde9-9790-4d96-824e-01afe3e5f1d6;36d49324-b5b6-4df5-aa99-2051fe5ea939;d13c203d-33ed-425a-aba6-4f53ed199fc7;de76997f-2346-4900-808e-26d6080d7897;b12b91b8-63a8-41e1-910a-94d72a0548f7
Fatai Oladipo Alli	96b4be35-d114-4d2e-a6f2-b02f0fa7532f;f03b5693-a11c-45a8-aa32-2778736b9ec0;7df7db45-577f-45de-8e61-8e9e92054988;04c474a4-6f48-4623-be48-f936acf8adda	Fatai Alli ; F.O. Alli ; F.O.Alli ; FO Ali	96b4be35-d114-4d2e-a6f2-b02f0fa7532f;749e748d-a349-4c45-b524-f174d70909c8;8765405d-9970-4ce0-9d20-0ed4a74a200e;b4fa4a6b-0560-42e7-a2b4-d56856b0d53e;5283e2de-60bb-4286-b941-e35938d9ff3c;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;002fcbe4-503c-400d-8cc0-77a395570ade;e7e2f981-76e5-48bc-9226-03ac6c0482c4	Operation BOYONA	b4fa4a6b-0560-42e7-a2b4-d56856b0d53e;e48764f9-b89b-4ac8-b2a4-6b5d37ffb07d;04c474a4-6f48-4623-be48-f936acf8adda	Operations Commander for Adamawa State	b4fa4a6b-0560-42e7-a2b4-d56856b0d53e;04c474a4-6f48-4623-be48-f936acf8adda			Brigadier General	8765405d-9970-4ce0-9d20-0ed4a74a200e;f03b5693-a11c-45a8-aa32-2778736b9ec0;7df7db45-577f-45de-8e61-8e9e92054988;04c474a4-6f48-4623-be48-f936acf8adda
Ibrahim Ali	92d147b6-a2c7-42f8-83dc-ab9ff73ba836			Operation BOYONA	92d147b6-a2c7-42f8-83dc-ab9ff73ba836	Commander for Yobe State	92d147b6-a2c7-42f8-83dc-ab9ff73ba836			Colonel	92d147b6-a2c7-42f8-83dc-ab9ff73ba836
John A. H. Ewansiha	f4888dff-c139-4938-80b2-4d864725007f	John Ewanshia ; J.A.H. Ewansiha ; JAH Ewansiha ; J.A.H. Ewansia ; Jack Enwasiha	92167d54-96bb-4dcb-90aa-b185584c5c25;30131435-445c-4aac-867b-3b61c8703bbb;a7105b41-1e5c-4d6b-8920-ebad5d9e068c;6973bfc3-ae94-4f1e-8100-2f3fa321ae3a;1dda087f-41f2-4e0d-af31-891b81a456b9;ed342c81-c2cf-44bd-b3d1-e1698e8423fc;688f5209-3517-4840-af5d-9540e14c21fa;825bc414-15b9-4b4c-bae0-ed70b21ba7cb	Operation BOYONA	f4888dff-c139-4938-80b2-4d864725007f;ed342c81-c2cf-44bd-b3d1-e1698e8423fc;a1cc5eaa-1c39-4c7a-9ded-6a15cfc739be;825bc414-15b9-4b4c-bae0-ed70b21ba7cb	Commander	f4888dff-c139-4938-80b2-4d864725007f;ed342c81-c2cf-44bd-b3d1-e1698e8423fc;a1cc5eaa-1c39-4c7a-9ded-6a15cfc739be;825bc414-15b9-4b4c-bae0-ed70b21ba7cb			Major General	f4888dff-c139-4938-80b2-4d864725007f;ed342c81-c2cf-44bd-b3d1-e1698e8423fc;a1cc5eaa-1c39-4c7a-9ded-6a15cfc739be;825bc414-15b9-4b4c-bae0-ed70b21ba7cb
Victor Ebhaleme	c7e390d1-6c97-488d-9a58-dafd3567c7a8;9a348119-c313-4924-ad93-415e148caae7;b8fd3a91-bf1c-49e3-b047-3649abe5c9e2;6973bfc3-ae94-4f1e-8100-2f3fa321ae3a;ed342c81-c2cf-44bd-b3d1-e1698e8423fc;af8ffbfa-5383-4a2b-b110-1ed6956f5d2b;a723cd13-d60f-4469-b188-072b9e1c30d8;4c62ab1f-a9d7-40fa-9d12-01175af21f17;0cf43bcc-6564-4dd0-bf7a-3779e82b393c;4c62ab1f-a9d7-40fa-9d12-01175af21f17	Victor Ebheleme ; Victor Ebhamele	f06c20dd-39ae-4e4c-b01f-a961175a978d;688f5209-3517-4840-af5d-9540e14c21fa	Operation BOYONA	ed342c81-c2cf-44bd-b3d1-e1698e8423fc	Field Operations Commander	ed342c81-c2cf-44bd-b3d1-e1698e8423fc			Colonel	ed342c81-c2cf-44bd-b3d1-e1698e8423fc
Sylvester O. Edet	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Onipanu Police Division (Area 'H' Police Area Command)	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Williams Akintade	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Oko-Oba Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Achinyan Z. Fera	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Oke-Odo Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Ubanga Mary	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ojokoro Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Adepoju Olugbenga	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ogudu Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Eze Godwin	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb			Ogombo Police Division	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Commander	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Divisional Police Officer	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb	Chief Superintendent of Police	1c9c49c9-e02f-4bb2-be3d-da22c2f2e7cb
Patrick Ezeani	197b9e34-9f8a-40b3-8c2c-ace41a459c37			Ogbomosho Police Area Command	197b9e34-9f8a-40b3-8c2c-ace41a459c37	Commander	197b9e34-9f8a-40b3-8c2c-ace41a459c37			Assistant Commissioner of Police	197b9e34-9f8a-40b3-8c2c-ace41a459c37
Abdulrahman Danbazzau	a2922c4e-d151-4b62-b0e1-bfe41d1af48c	AB Dambazau ; Abdulrahaman Dambazau ; AB Danabazzau ; Abuja Danbazzau	493ac34f-6d9a-40ff-9843-5d7de6d3525c;0aedf7c7-979a-4e31-8e21-8089f7e708f8;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;95685004-1904-4e0b-b5ac-f13aa795dc44	Nigerian Army Headquarters	493ac34f-6d9a-40ff-9843-5d7de6d3525c;0aedf7c7-979a-4e31-8e21-8089f7e708f8;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;95685004-1904-4e0b-b5ac-f13aa795dc44	Commander	493ac34f-6d9a-40ff-9843-5d7de6d3525c;0aedf7c7-979a-4e31-8e21-8089f7e708f8;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;95685004-1904-4e0b-b5ac-f13aa795dc44	Chief of Army Staff	493ac34f-6d9a-40ff-9843-5d7de6d3525c;0aedf7c7-979a-4e31-8e21-8089f7e708f8;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;95685004-1904-4e0b-b5ac-f13aa795dc44	Lieutenant General	493ac34f-6d9a-40ff-9843-5d7de6d3525c;0aedf7c7-979a-4e31-8e21-8089f7e708f8;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;95685004-1904-4e0b-b5ac-f13aa795dc44
Alexander Ogomudia	e408924f-c68f-4723-9b08-1db4172c851e			Nigerian Army Headquarters	e408924f-c68f-4723-9b08-1db4172c851e	Commander	e408924f-c68f-4723-9b08-1db4172c851e	Chief of Army Staff	e408924f-c68f-4723-9b08-1db4172c851e	Lieutenant General	e408924f-c68f-4723-9b08-1db4172c851e
Azubuike Onyeabo Ihejirika	4bf889e9-d881-4295-a498-6e3dfaa40d1b	Onyeabo Azubuike Ihejirika ; Azabuike Ihejirika ; Onyeabo Ihejirika ; OA Ihejirika ; Onyeabo Azubike Ihejerika ; O. A. Ihejirika ; Onyeabor Azubuike Ihejirika ; A.O. Ihejirika ; Azubuike Ihiejirika ; Onyeabor Ihejirika ; Augustine Ihejirika ; Ihejirika	bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;25c08012-69c2-4e12-a85a-604f0eee0df3;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;35386558-5dd6-45db-8a90-a2ac0f310aa5;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;5e10da33-b1f5-4fb2-b3b0-44336e953eaa;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;a2922c4e-d151-4b62-b0e1-bfe41d1af48c;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7	Nigerian Army Headquarters	4bf889e9-d881-4295-a498-6e3dfaa40d1b;bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7;2f65f578-59d2-4b4f-8ae4-920927e7e598	Commander	4bf889e9-d881-4295-a498-6e3dfaa40d1b;bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7;2f65f578-59d2-4b4f-8ae4-920927e7e598	Chief of Army Staff	4bf889e9-d881-4295-a498-6e3dfaa40d1b;bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7;2f65f578-59d2-4b4f-8ae4-920927e7e598	Lieutenant General	4bf889e9-d881-4295-a498-6e3dfaa40d1b;bbac1cf1-2414-4be2-b566-32d40004b45a;cfa4d127-c092-4d43-a409-897f5a4081cc;0c959a83-fa3a-43ba-8eda-c5bb7885c371;edcbbdaf-79fe-4e68-b255-91181e8c5962;7d66c675-67e2-4584-9b90-da798423a43f;ac88de9e-cfbb-4512-956b-8eaa5f25b54f;b7fde9d1-2bfa-4bb9-a08c-f2e29c756081;e979fd13-cefc-4081-8386-3726c9576970;546826b0-3d58-4a16-904c-ec001189b28e;02dba175-d2cf-4eb1-87d5-22207adb3155;8ddb3eb0-5e10-4801-94ea-6d4de7b1fee1;d9ae6e20-eb12-4c81-9286-32756ea33a82;5c5f25a2-6751-40ef-a68f-4c90f4b5d8b7;2f65f578-59d2-4b4f-8ae4-920927e7e598
Enobong Okon Udoh	131d3cca-4cf7-47ee-a873-1f0eff8d5ed1			Nigerian Army Headquarters	131d3cca-4cf7-47ee-a873-1f0eff8d5ed1						
Ibrahim Attahiru	643da5ba-3441-4b1b-bd12-5087f0dd54f5;e4496cac-2e7f-4001-a1cb-cef9f9c7dd93;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;efd4f30d-9d8e-4df4-8fac-5ef7b8c3135e;ba9dfc0a-9100-4268-a0be-8ff285891d30;eeb8a422-93b2-456f-8874-68eedeace90c;582d5933-38ab-4137-bc30-3fc7a4334fbd;a78c84f2-bd87-40fb-8a16-2d5727462f6c;bb18283d-e1f4-438e-b7d7-be275b5086f8;7a278f4a-c006-466b-916b-2da69632e1bd;152dda04-94ea-496c-a844-17c614fa219c;b367bbc1-0e17-4114-bae3-542eb49c3631;763e05ec-a66a-46fb-a691-223339e19272;ac45a2cb-34af-450b-9497-d1334af0db1b	I. Attahiru ; I Attahiru	b4e1f2d7-6f99-4b22-b12c-e689900f9dd2;550e0f4b-80a6-4c5a-8574-20857d90b8c1	Nigerian Army Headquarters	bb18283d-e1f4-438e-b7d7-be275b5086f8	deputy Chief of Policy and Planning	bb18283d-e1f4-438e-b7d7-be275b5086f8			Major General	bb18283d-e1f4-438e-b7d7-be275b5086f8
